Sample,Stent Material,Stent_Rod_Area,Calc_Area,Encap_Area,Encap_Ratio_vs_Calc,Encap_Ratio_vs_Stent,Calc_Dist_Mean,Calc_Dist_Max,Calc_Dist_Min
MOSAIC ELEMENT,MP35N,49996,2674114,2239,0.0008372866676585826,0.044783582685719185,387.971435546875,1196.569091796875,0.0
